round,id_dt_ib,iso,name_dt_round,names
cen1961,0119,UP,aligarh,aligarh
cen1961,0123,UP,azamgarh,azamgarh
cen1961,0125,UP,bahraich,bahraich
cen1961,0126,UP,ballia,ballia
cen1961,0128,UP,banda,banda
cen1961,0129,UP,barabanki,"barabanki,banki"
cen1961,0130,UP,bareilly,bareilly
cen1961,0131,UP,basti,basti
cen1961,0132,UP,bijnor,bijnor
cen1961,0133,UP,budaun,budaun
cen1961,0134,UP,bulandshahr,bulandshahr
cen1961,0137,UP,deoria,deoria
cen1961,0138,UP,etah,etah
cen1961,0139,UP,etawah,etawah
cen1961,0141,UP,farrukhabad,farrukhabad
cen1961,0142,UP,fatehpur,fatehpur
cen1961,0146,UP,ghazipur,ghazipur
cen1961,0147,UP,gonda,gonda
cen1961,0148,UP,gorakhpur,gorakhpur
cen1961,0149,UP,hamirpur,hamirpur
cen1961,0150,UP,hardoi,hardoi
cen1961,0151,UP,jalaun,jalaun
cen1961,0152,UP,jaunpur,jaunpur
cen1961,0153,UP,jhansi,jhansi
cen1961,0159,UP,kheri,"kheri,kherl"
cen1961,0162,UP,lucknow,lucknow
cen1961,0166,UP,mainpuri,mainpuri
cen1961,0167,UP,mathura,mathura
cen1961,0169,UP,meerut,meerut
cen1961,0170,UP,mirzapur,mirzapur
cen1961,0171,UP,moradabad,moradabad
cen1961,0172,UP,muzaffarnagar,muzaffarnagar
cen1961,0173,UP,pilibhit,pilibhit
cen1961,0174,UP,pratapgarh,pratapgarh
cen1961,0175,UP,raebareli,raebareli
cen1961,0176,UP,rampur,rampur
cen1961,0177,UP,saharanpur,saharanpur
cen1961,0180,UP,shahjahanpur,shahjahanpur
cen1961,0183,UP,sitapur,sitapur
cen1961,0185,UP,sultanpur,sultanpur
cen1961,0186,UP,unnao,unnao
cen1961,0187,UP,varanasi,varanasi
cen1961,99900301,UP,allahabad,allahabad
cen1961,99900302,UP,almora,almora
cen1961,99900304,UP,chamoli,chamoli
cen1961,99900306,UP,dehradun,dehradun
cen1961,99900307,UP,faizabad,"faizabad,fijzabad"
cen1961,99900308,UP,garhwal,garhwal
cen1961,99900311,UP,kanpur,kanpur
cen1961,99900315,UP,nainital,nainital
cen1961,99900316,UP,pithoragarh,pithoragarh
cen1961,99900321,UP,tehrigarhwal,tehrigarhwal
cen1961,99900322,UP,uttarkashi,uttarkashi
cen1961,0305,WB,bankura,bankura
cen1961,0307,WB,birbhum,birbhum
cen1961,0308,WB,coochbehar,"coochbehar,cooch"
cen1961,0309,WB,darjeeling,darjeeling
cen1961,0312,WB,hooghly,hooghly
cen1961,0313,WB,howrah,howrah
cen1961,0314,WB,jalpaiguri,jalpaiguri
cen1961,0316,WB,malda,malda
cen1961,0319,WB,murshidabad,murshidabad
cen1961,0320,WB,nadia,nadia
cen1961,0321,WB,purulia,purulia
cen1961,99900327,WB,burdwan,burdwan
cen1961,99900328,WB,calcutta,calcutta
cen1961,99900335,WB,midnapore,midnapore
cen1961,99900340,WB,twentyfourparganas,"twentyfourparganas,parganas,24parganas,24-paraganas,twetyfourparganas"
cen1961,99900341,WB,westdinajpur,westdinajpur
cen1971,99900002,AN,andamannicobarislands,andamannicobarislands
cen1971,0503,AP,chittoor,chittoor
cen1971,0505,AP,eastgodavari,eastgodavari
cen1971,0506,AP,guntur,guntur
cen1971,0510,AP,krishna,krishna
cen1971,0511,AP,kurnool,kurnool
cen1971,0519,AP,srikakulam,srikakulam
cen1971,0520,AP,visakhapatnam,visakhapatnam
cen1971,0523,AP,westgodavari,"westgodavari,unagatla"
cen1971,99900007,AP,adilabad,adilabad
cen1971,99900008,AP,anantapur,anantapur
cen1971,99900009,AP,cuddapah,cuddapah
cen1971,99900010,AP,hyderabad,hyderabad
cen1971,99900011,AP,karimnagar,"karimnagar,manthani"
cen1971,99900012,AP,khammam,khammam
cen1971,99900013,AP,mahbubnagar,mahbubnagar
cen1971,99900014,AP,medak,medak
cen1971,99900015,AP,nalgonda,"nalgonda,bhongir"
cen1971,99900016,AP,nellore,"nellore,nellohe"
cen1971,99900017,AP,nizamabad,nizamabad
cen1971,99900018,AP,ongole,"ongole,ongoleprakasam"
cen1971,99900021,AP,warangal,warangal
cen1971,0234,AR,lohit,lohit
cen1971,0239,AR,tirap,tirap
cen1971,0679,AR,siang,siang
cen1971,99900024,AR,kameng,kameng
cen1971,99900026,AR,subansiri,subansiri
cen1971,0282,AS,cachar,cachar
cen1971,0283,AS,darrang,darrang
cen1971,0287,AS,goalpara,goalpara
cen1971,0291,AS,kamrup,kamrup
cen1971,0295,AS,lakhimpur,"lakhimpur,laihkhimipur"
cen1971,99900032,AS,mikirhills,"mikirhills,unitedmikirnorthcachar,unitedmikirnorthcacharhills,unitedmikirandnorthcacharhill"
cen1971,99900035,AS,northcacharhills,"northcacharhills,unitedmikirnorthcachar,unitedmikirnorthcacharhills,unitedmikirandnorthcacharhill"
cen1971,99900036,AS,nowgong,nowgong
cen1971,99900037,AS,sibsagar,sibsagar
cen1971,0192,BR,bhagalpur,bhagalpur
cen1971,0195,BR,darbhanga,darbhanga
cen1971,0196,BR,gaya,gaya
cen1971,0208,BR,muzaffarpur,muzaffarpur
cen1971,0212,BR,patna,patna
cen1971,0216,BR,saharsa,saharsa
cen1971,0218,BR,saran,saran
cen1971,99900040,BR,champaran,champaran
cen1971,99900042,BR,dhanbad,dhanbad
cen1971,99900047,BR,hazaribag,"hazaribag,hazaribagh"
cen1971,99900051,BR,monghyr,"monghyar,monghyr,munger"
cen1971,99900052,BR,palamau,palamau
cen1971,99900057,BR,purnea,"purnia,purnea"
cen1971,99900059,BR,ranchi,ranchi
cen1971,99900061,BR,santalparganas,"santhalparganas,santalparganas"
cen1971,99900064,BR,shahabad,shahabad
cen1971,99900065,BR,singhbhum,singhbhum
cen1971,0044,CH,chandigarh,chandigarh
cen1971,99900067,DH,dadranagarhaveli,dadranagarhaveli
cen1971,99900069,DL,delhi,delhi
cen1971,99900077,GA,daman,daman
cen1971,99900078,GA,diu,diu
cen1971,99900079,GA,goa,"goa,goadamandiu"
cen1971,0439,GJ,amreli,amreli
cen1971,0441,GJ,banaskantha,banaskantha
cen1971,0443,GJ,bhavnagar,bhavnagar
cen1971,0446,GJ,gandhinagar,gandhinagar
cen1971,0447,GJ,jamnagar,jamnagar
cen1971,0448,GJ,junagadh,junagadh
cen1971,0450,GJ,kheda,"kaira,khedakaira"
cen1971,0454,GJ,panchmahals,panchmahals
cen1971,0457,GJ,rajkot,rajkot
cen1971,0458,GJ,sabarkantha,sabarkantha
cen1971,0459,GJ,surat,surat
cen1971,0460,GJ,surendranagar,surendranagar
cen1971,0462,GJ,valsad,"valsad,valsadbulsar,valsad(bulsar)"
cen1971,99900080,GJ,ahmedabad,"ahmedabad,ahmadabad"
cen1971,99900081,GJ,baroda,"baroda,vadodarabaroda,vadodara"
cen1971,99900082,GJ,broach,"broach,bharuchbroach,bharuch"
cen1971,99900089,GJ,kutch,kutch
cen1971,99900090,GJ,mehsana,"mehsana,mahesana"
cen1971,99900092,GJ,thedangs,"thedangs,thedangsdangs"
cen1971,0015,HP,bilaspur,bilaspur
cen1971,0016,HP,chamba,"champa,chamba"
cen1971,0018,HP,kangra,"kangara,kangra"
cen1971,0019,HP,kinnaur,kinnaur
cen1971,0022,HP,mandi,mandi
cen1971,0024,HP,sirmaur,"sirmur,sirmaur"
cen1971,0025,HP,solan,solan
cen1971,0026,HP,una,una
cen1971,99900094,HP,kulu,"kullu,kulu"
cen1971,99900095,HP,lahulspiti,"lahaulspiti,lahulspiti,lahul&spiti,lahaul&spiti"
cen1971,99900096,HP,mahasu,mahasu
cen1971,99900097,HP,simla,simla
cen1971,0058,HR,ambala,ambala
cen1971,0063,HR,hisar,"hissar,hisar"
cen1971,0065,HR,jind,jind
cen1971,0067,HR,karnal,karnal
cen1971,0069,HR,mahendragarh,mahendragarh
cen1971,0073,HR,rohtak,rohtak
cen1971,99900100,HR,gurgaon,gurgaon
cen1971,0001,JK,anantnag,anantnag
cen1971,0004,JK,doda,doda
cen1971,0005,JK,jammu,jammu
cen1971,0007,JK,kathua,kathua
cen1971,0013,JK,srinagar,srinagar
cen1971,0014,JK,udhampur,udhampur
cen1971,99900108,JK,baramula,"baramulla,baramula"
cen1971,99900111,JK,ladakh,ladakh
cen1971,99900113,JK,punch,"punch,poonch"
cen1971,99900114,JK,rajauri,rajauri
cen1971,0529,KA,bidar,bidar
cen1971,0533,KA,chitradurga,chitradurga
cen1971,0539,KA,hassan,hassan
cen1971,0542,KA,kolar,kolar
cen1971,0544,KA,mandya,mandya
cen1971,0546,KA,raichur,raichur
cen1971,99900117,KA,bangalore,bangalore
cen1971,99900119,KA,belgaum,"belgaon,belgaum"
cen1971,99900120,KA,bellary,bellary
cen1971,99900121,KA,bijapur,bijapur
cen1971,99900123,KA,chikmagalur,chikmagalur
cen1971,99900125,KA,coorg,coorg
cen1971,99900128,KA,dharwar,"dharwad,dharwar"
cen1971,99900129,KA,gulbarga,gulbarga
cen1971,99900130,KA,mysore,mysore
cen1971,99900131,KA,northkanara,northkanara
cen1971,99900132,KA,shimoga,shimoga
cen1971,99900133,KA,southkanara,southkanara
cen1971,99900134,KA,tumkur,tumkur
cen1971,0555,KL,ernakulam,ernakulam
cen1971,0560,KL,kottayam,"kottayam,idikki"
cen1971,0561,KL,kozhikode,kozhikode
cen1971,0562,KL,malappuram,"malappuram,mallapuram"
cen1971,99900136,KL,alleppey,alleppey
cen1971,99900137,KL,cannanore,cannanore
cen1971,99900138,KL,palghat,palghat
cen1971,99900140,KL,quilon,quilon
cen1971,99900141,KL,trichur,"richur,trichur"
cen1971,99900142,KL,trivandrum,trivandrum
cen1971,99900143,LD,laccadive,"laccadive,laccadiveminicoyamindiviislands,laccadiveminicoyamindiv"
cen1971,0467,MH,akola,akola
cen1971,0468,MH,amravati,amravati
cen1971,0469,MH,aurangabad,aurangabad
cen1971,0471,MH,bhandara,bhandara
cen1971,0472,MH,buldhana,buldhana
cen1971,0473,MH,chandrapur,"chandrapur,chanda"
cen1971,0478,MH,jalgaon,jalgaon
cen1971,0480,MH,kolhapur,kolhapur
cen1971,0484,MH,nagpur,nagpur
cen1971,0485,MH,nanded,nanded
cen1971,0488,MH,osmanabad,osmanabad
cen1971,0489,MH,parbhani,parbhani
cen1971,0492,MH,ratnagiri,ratnagiri
cen1971,0493,MH,sangli,sangli
cen1971,0494,MH,satara,satara
cen1971,0498,MH,wardha,wardha
cen1971,99900145,MH,ahmadnagar,"ahmednagar,ahmadnagar"
cen1971,99900151,MH,bhir,bhir
cen1971,99900158,MH,dhulia,dhulia
cen1971,99900161,MH,greaterbombay,greaterbombay
cen1971,99900164,MH,kolaba,kolaba
cen1971,99900166,MH,nasik,nasik
cen1971,99900168,MH,poona,poona
cen1971,99900173,MH,sholapur,sholapur
cen1971,99900175,MH,thana,thana
cen1971,99900177,MH,yeotmal,yeotmal
cen1971,99900178,ML,garohills,"garohills,meghalayagarohills"
cen1971,99900180,ML,unitedkhasijaintiahills,unitedkhasijaintiahills
cen1971,99900183,MN,manipurcentral,manipurcentral
cen1971,99900184,MN,manipureast,manipureast
cen1971,99900185,MN,manipurnorth,manipurnorth
cen1971,99900186,MN,manipursouth,manipursouth
cen1971,99900187,MN,manipurwest,manipurwest
cen1971,0392,MP,balaghat,balaghat
cen1971,0394,MP,betul,"betul,baitul"
cen1971,0395,MP,bhind,bhind
cen1971,0398,MP,chhatarpur,chhatarpur
cen1971,0399,MP,chhindwara,"chhindwara,chindwara"
cen1971,0400,MP,damoh,damoh
cen1971,0401,MP,datia,datia
cen1971,0402,MP,dewas,dewas
cen1971,0403,MP,dhar,dhar
cen1971,0406,MP,guna,guna
cen1971,0407,MP,gwalior,"gwalior,gwallor"
cen1971,0410,MP,indore,indore
cen1971,0411,MP,jabalpur,jabalpur
cen1971,0412,MP,jhabua,jhabua
cen1971,0414,MP,khargone,"westnimar,khargonewestnimar,khargone(westnimar),khargone(westnimar),khargon"
cen1971,0415,MP,mandla,mandla
cen1971,0416,MP,mandsaur,mandsaur
cen1971,0417,MP,morena,morena
cen1971,0420,MP,panna,panna
cen1971,0421,MP,raisen,"raisen,raishen"
cen1971,0422,MP,rajgarh,rajgarh
cen1971,0423,MP,ratlam,ratlam
cen1971,0424,MP,rewa,"rewa,riwa"
cen1971,0425,MP,sagar,sagar
cen1971,0426,MP,satna,satna
cen1971,0427,MP,sehore,"sehore,sihor"
cen1971,0428,MP,seoni,"seoni,sivni"
cen1971,0429,MP,shahdol,shahdol
cen1971,0430,MP,shajapur,shajapur
cen1971,0432,MP,shivpuri,shivpuri
cen1971,0433,MP,sidhi,"sidhi,sidh"
cen1971,0434,MP,tikamgarh,tikamgarh
cen1971,0435,MP,ujjain,ujjain
cen1971,0437,MP,vidisha,"vidishabhilsa,vidisha"
cen1971,99900190,MP,bastar,bastar
cen1971,99900193,MP,bilaspur,bilaspur
cen1971,99900196,MP,durg,durg
cen1971,99900199,MP,hoshangabad,"hoshangabad,hosangabad"
cen1971,99900200,MP,khandwa,"eastnimar,khandwaeastnimar,khandwa(eastnimar),sidh,khandwapurvinimar"
cen1971,99900202,MP,narsimhapur,"narsimhapur,narshinpur"
cen1971,99900204,MP,raigarh,raigarh
cen1971,99900205,MP,raipur,raipur
cen1971,99900207,MP,surguja,"surguja,sarguja"
cen1971,99900213,MZ,mizoram,"mizohills,mizoram,mizo"
cen1971,0245,NL,kohima,kohima
cen1971,0246,NL,mokokchung,mokokchung
cen1971,0249,NL,tuensang,tuensang
cen1971,0350,OR,cuttack,cuttack
cen1971,0352,OR,dhenkanal,dhenkanal
cen1971,0354,OR,ganjam,ganjam
cen1971,0358,OR,kalahandi,kalahandi
cen1971,0363,OR,koraput,koraput
cen1971,0365,OR,mayurbhanj,mayurbhanj
cen1971,0369,OR,puri,"puri,purl"
cen1971,0371,OR,sambalpur,sambalpur
cen1971,0373,OR,sundargarh,sundargarh
cen1971,99900216,OR,balasore,balasore
cen1971,99900218,OR,baudhkhondmals,baudhkhondmals
cen1971,99900219,OR,bolangir,bolangir
cen1971,99900221,OR,keonjhar,keonjhar
cen1971,0027,PB,amritsar,amritsar
cen1971,0032,PB,gurdaspur,gurdaspur
cen1971,0033,PB,hoshiarpur,hoshiarpur
cen1971,0035,PB,kapurthala,"kapurthala,kapurhala"
cen1971,0036,PB,ludhiana,ludhiana
cen1971,0041,PB,patiala,patiala
cen1971,0043,PB,sangrur,sangrur
cen1971,99900227,PB,bhatinda,bhatinda
cen1971,99900228,PB,firozpur,"ferozepur,firozpur"
cen1971,99900231,PB,jullundur,jullundur
cen1971,99900240,PB,ropar,ropar
cen1971,0598,PY,karaikal,karaikal
cen1971,0599,PY,mahe,mahe
cen1971,0600,PY,pondicherry,pondicherry
cen1971,0601,PY,yanam,yanam
cen1971,0086,RJ,ajmer,ajmer
cen1971,0087,RJ,alwar,alwar
cen1971,0088,RJ,banswara,banswara
cen1971,0090,RJ,barmer,barmer
cen1971,0091,RJ,bharatpur,bharatpur
cen1971,0092,RJ,bhilwara,"bhilwara,bhilwar"
cen1971,0093,RJ,bikaner,bikaner
cen1971,0094,RJ,bundi,bundi
cen1971,0096,RJ,churu,churu
cen1971,0099,RJ,dungarpur,dungarpur
cen1971,0100,RJ,ganganagar,ganganagar
cen1971,0102,RJ,jaipur,jaipur
cen1971,0103,RJ,jaisalmer,jaisalmer
cen1971,0105,RJ,jhalawar,jhalawar
cen1971,0106,RJ,jhunjhunu,"jhunjhunun,jhunjhunu"
cen1971,0107,RJ,jodhpur,jodhpur
cen1971,0109,RJ,kota,kota
cen1971,0110,RJ,nagaur,nagaur
cen1971,0111,RJ,pali,"pali,pall"
cen1971,0113,RJ,sawaimadhopur,sawaimadhopur
cen1971,0114,RJ,sikar,sikar
cen1971,0115,RJ,sirohi,sirohi
cen1971,0116,RJ,tonk,tonk
cen1971,0117,RJ,udaipur,udaipur
cen1971,99900244,RJ,chitorgarh,"chittaurgarh,chitorgarh"
cen1971,99900247,RJ,jalor,jalor
cen1971,99900254,SK,sikkim,"sikkim,gangtok"
cen1971,0569,TN,coimbatore,coimbatore
cen1971,0571,TN,dharmapuri,dharmapuri
cen1971,0578,TN,madurai,madurai
cen1971,0583,TN,ramanathapuram,ramanathapuram
cen1971,0584,TN,salem,salem
cen1971,0586,TN,thanjavur,thanjavur
cen1971,0592,TN,tirunelveli,"tirunelveli,t"
cen1971,99900271,TN,chingleput,chingleput
cen1971,99900278,TN,kanyakumari,kanyakumari
cen1971,99900281,TN,madras,madras
cen1971,99900284,TN,nilgiri,"nilgiri,nilgiris"
cen1971,99900286,TN,northarcot,northarcot
cen1971,99900289,TN,southarcot,southarcot
cen1971,99900294,TN,tiruchirapalli,tiruchirapalli
cen1971,0270,TR,northtripura,northtripura
cen1971,0271,TR,southtripura,southtripura
cen1971,0272,TR,westtripura,westtripura
cen1971,0118,UP,agra,"agra,agar"
cen1971,0119,UP,aligarh,aligarh
cen1971,0123,UP,azamgarh,azamgarh
cen1971,0125,UP,bahraich,bahraich
cen1971,0126,UP,ballia,"ballia,balia"
cen1971,0128,UP,banda,banda
cen1971,0129,UP,barabanki,barabanki
cen1971,0130,UP,bareilly,"bareilly,bareili,bareli"
cen1971,0131,UP,basti,basti
cen1971,0132,UP,bijnor,bijnor
cen1971,0133,UP,budaun,budaun
cen1971,0134,UP,bulandshahr,"bulandshahr,bulandshahar"
cen1971,0137,UP,deoria,deoria
cen1971,0138,UP,etah,"etah,eata"
cen1971,0139,UP,etawah,"etawah,itawa"
cen1971,0141,UP,farrukhabad,"farrukhabad,farfukhabad,farukhabad"
cen1971,0142,UP,fatehpur,fatehpur
cen1971,0146,UP,ghazipur,ghazipur
cen1971,0147,UP,gonda,gonda
cen1971,0148,UP,gorakhpur,gorakhpur
cen1971,0149,UP,hamirpur,hamirpur
cen1971,0150,UP,hardoi,hardoi
cen1971,0151,UP,jalaun,"jalaun,jaloon"
cen1971,0152,UP,jaunpur,jaunpur
cen1971,0153,UP,jhansi,jhansi
cen1971,0159,UP,kheri,"kheri,kherl,khiri"
cen1971,0162,UP,lucknow,lucknow
cen1971,0166,UP,mainpuri,mainpuri
cen1971,0167,UP,mathura,mathura
cen1971,0169,UP,meerut,"meerut,merath"
cen1971,0170,UP,mirzapur,mirzapur
cen1971,0171,UP,moradabad,"moradabad,muradabad"
cen1971,0171,UP,moradabad,moradabad
cen1971,0172,UP,muzaffarnagar,muzaffarnagar
cen1971,0173,UP,pilibhit,pilibhit
cen1971,0174,UP,pratapgarh,pratapgarh
cen1971,0175,UP,raebareli,"raebareli,raibareli"
cen1971,0176,UP,rampur,rampur
cen1971,0177,UP,saharanpur,saharanpur
cen1971,0180,UP,shahjahanpur,shahjahanpur
cen1971,0183,UP,sitapur,sitapur
cen1971,0185,UP,sultanpur,sultanpur
cen1971,0186,UP,unnao,"unnao,unnaw"
cen1971,0187,UP,varanasi,varanasi
cen1971,99900301,UP,allahabad,allahabad
cen1971,99900302,UP,almora,almora
cen1971,99900304,UP,chamoli,chamoli
cen1971,99900306,UP,dehradun,dehradun
cen1971,99900307,UP,faizabad,faizabad
cen1971,99900308,UP,garhwal,"garhwal,gadhwal"
cen1971,99900311,UP,kanpur,kanpur
cen1971,99900315,UP,nainital,nainital
cen1971,99900316,UP,pithoragarh,"pithoragarh,pithauragarh"
cen1971,99900321,UP,tehrigarhwal,tehrigarhwal
cen1971,99900322,UP,uttarkashi,"uttarkashi,utarkashi"
cen1971,0305,WB,bankura,bankura
cen1971,0307,WB,birbhum,birbhum
cen1971,0308,WB,coochbehar,"coochbehar,cooch,coachbehar"
cen1971,0309,WB,darjeeling,darjeeling
cen1971,0312,WB,hooghly,"hooghly,googhly"
cen1971,0313,WB,howrah,howrah
cen1971,0314,WB,jalpaiguri,jalpaiguri
cen1971,0316,WB,malda,malda
cen1971,0319,WB,murshidabad,murshidabad
cen1971,0320,WB,nadia,nadia
cen1971,0321,WB,purulia,purulia
cen1971,99900327,WB,burdwan,burdwan
cen1971,99900328,WB,calcutta,calcutta
cen1971,99900335,WB,midnapore,midnapore
cen1971,99900340,WB,twentyfourparganas,"twentyfourparganas,parganas,24parganas,24-paraganas,twetyfourparganas,twentyfourparganast"
cen1971,99900341,WB,westdinajpur,westdinajpur
cen1981,99900001,AN,andaman,"andaman,andamans,andaman & nicobar islands,andamannicobarislands"
cen1981,99900004,AN,nicobar,"nicobar,nicobars"
cen1981,0503,AP,chittoor,chittoor
cen1981,0505,AP,eastgodavari,eastgodavari
cen1981,0506,AP,guntur,guntur
cen1981,0510,AP,krishna,krishna
cen1981,0511,AP,kurnool,kurnool
cen1981,0517,AP,prakasam,"ongole,ongoleprakasam,prakasam,chirala"
cen1981,0519,AP,srikakulam,srikakulam
cen1981,0520,AP,visakhapatnam,visakhapatnam
cen1981,0521,AP,vizianagaram,vizianagaram
cen1981,0523,AP,westgodavari,westgodavari
cen1981,99900007,AP,adilabad,adilabad
cen1981,99900008,AP,anantapur,anantapur
cen1981,99900009,AP,cuddapah,cuddapah
cen1981,99900010,AP,hyderabad,hyderabad
cen1981,99900011,AP,karimnagar,karimnagar
cen1981,99900012,AP,khammam,khammam
cen1981,99900013,AP,mahbubnagar,mahbubnagar
cen1981,99900014,AP,medak,medak
cen1981,99900015,AP,nalgonda,nalgonda
cen1981,99900016,AP,nellore,"nellore,nellohe"
cen1981,99900017,AP,nizamabad,nizamabad
cen1981,99900019,AP,rangareddi,rangareddi
cen1981,99900021,AP,warangal,warangal
cen1981,0230,AR,dibangvalley,dibangvalley
cen1981,0231,AR,eastkameng,eastkameng
cen1981,0232,AR,eastsiang,eastsiang
cen1981,0234,AR,lohit,lohit
cen1981,0236,AR,lowersubansiri,"lowersubansiri,lower"
cen1981,0239,AR,tirap,tirap
cen1981,0241,AR,uppersubansiri,uppersubansiri
cen1981,0242,AR,westkameng,westkameng
cen1981,0243,AR,westsiang,westsiang
cen1981,0282,AS,cachar,cachar
cen1981,0283,AS,darrang,darrang
cen1981,0286,AS,dibrugarh,dibrugarh
cen1981,0287,AS,goalpara,goalpara
cen1981,0291,AS,kamrup,kamrup
cen1981,0292,AS,karbianglong,"mikirhills,unitedmikirnorthcachar,unitedmikirnorthcacharhills,unitedmikirandnorthcacharhill,karbianglong"
cen1981,0295,AS,lakhimpur,lakhimpur
cen1981,99900035,AS,northcacharhills,"northcacharhills,unitedmikirnorthcachar,unitedmikirnorthcacharhills,unitedmikirandnorthcacharhill"
cen1981,99900036,AS,nowgong,"nowgong,nagaon"
cen1981,99900037,AS,sibsagar,sibsagar
cen1981,0189,BR,aurangabad,aurangabad
cen1981,0191,BR,begusarai,begusarai
cen1981,0192,BR,bhagalpur,bhagalpur
cen1981,0193,BR,bhojpur,bhojpur
cen1981,0195,BR,darbhanga,darbhanga
cen1981,0196,BR,gaya,gaya
cen1981,0197,BR,gopalganj,gopalganj
cen1981,0201,BR,katihar,katihar
cen1981,0206,BR,madhubani,madhubani
cen1981,0207,BR,munger,"monghyar,monghyr,munger"
cen1981,0208,BR,muzaffarpur,muzaffarpur
cen1981,0209,BR,nalanda,nalanda
cen1981,0210,BR,nawada,nawada
cen1981,0211,BR,pashchimchamparan,"pashchimchamparan,paschimchamparan,pashchim"
cen1981,0212,BR,patna,patna
cen1981,0214,BR,purnia,"purnia,purnea"
cen1981,0215,BR,rohtas,rohtas
cen1981,0216,BR,saharsa,saharsa
cen1981,0217,BR,samastipur,samastipur
cen1981,0218,BR,saran,saran
cen1981,0221,BR,sitamarhi,sitamarhi
cen1981,0222,BR,siwan,siwan
cen1981,0224,BR,vaishali,vaishali
cen1981,99900042,BR,dhanbad,dhanbad
cen1981,99900044,BR,giridih,giridih
cen1981,99900047,BR,hazaribag,"hazaribag,hazaribagh"
cen1981,99900050,BR,lohardarga,lohardarga
cen1981,99900053,BR,palamu,"palamau,palamu"
cen1981,99900055,BR,purbachamparan,"purbachamparan,purbichamparan"
cen1981,99900059,BR,ranchi,ranchi
cen1981,99900062,BR,santhalpargana,"santhalparganas,santalparganas,santhalpargana"
cen1981,99900065,BR,singhbhum,"singhbhum,purbisinghbhum"
cen1981,0044,CH,chandigarh,chandigarh
cen1981,99900067,DH,dadranagarhaveli,dadranagarhaveli
cen1981,99900069,DL,delhi,"delhi,newdelhi"
cen1981,99900077,GA,daman,daman
cen1981,99900078,GA,diu,diu
cen1981,99900079,GA,goa,"goa,northgoa,goadamandiu"
cen1981,0439,GJ,amreli,amreli
cen1981,0441,GJ,banaskantha,banaskantha
cen1981,0442,GJ,bharuch,"broach,bharuchbroach,bharuch"
cen1981,0443,GJ,bhavnagar,bhavnagar
cen1981,0446,GJ,gandhinagar,gandhinagar
cen1981,0447,GJ,jamnagar,jamnagar
cen1981,0449,GJ,kachchh,"kutch,kach,kachh,kachchh,kachch"
cen1981,0450,GJ,kheda,"kaira,khedakaira"
cen1981,0454,GJ,panchmahals,panchmahals
cen1981,0457,GJ,rajkot,rajkot
cen1981,0458,GJ,sabarkantha,sabarkantha
cen1981,0459,GJ,surat,surat
cen1981,0460,GJ,surendranagar,surendranagar
cen1981,0461,GJ,vadodara,"baroda,vadodarabaroda,vadodara"
cen1981,0462,GJ,valsad,"valsad,valsadbulsar,valsad(bulsar)"
cen1981,99900080,GJ,ahmedabad,"ahmedabad,ahmadabad"
cen1981,99900087,GJ,junagarh,"junagadh,junagarh"
cen1981,99900090,GJ,mehsana,"mehsana,mahesana"
cen1981,99900092,GJ,thedangs,"thedangs,thedangsdangs"
cen1981,0015,HP,bilaspur,bilaspur
cen1981,0016,HP,chamba,"champa,chamba"
cen1981,0017,HP,hamirpur,hamirpur
cen1981,0018,HP,kangra,"kangara,kangra"
cen1981,0019,HP,kinnaur,kinnaur
cen1981,0021,HP,lahulandspiti,"lahaulspiti,lahulspiti,lahul&spiti,lahaul&spiti"
cen1981,0022,HP,mandi,mandi
cen1981,0023,HP,shimla,shimla
cen1981,0024,HP,sirmaur,"sirmur,sirmaur"
cen1981,0025,HP,solan,solan
cen1981,0026,HP,una,una
cen1981,99900094,HP,kulu,"kullu,kulu"
cen1981,0058,HR,ambala,ambala
cen1981,0059,HR,bhiwani,bhiwani
cen1981,0060,HR,faridabad,faridabad
cen1981,0063,HR,hisar,"hissar,hisar"
cen1981,0065,HR,jind,jind
cen1981,0067,HR,karnal,karnal
cen1981,0068,HR,kurukshetra,kurukshetra
cen1981,0069,HR,mahendragarh,mahendragarh
cen1981,0073,HR,rohtak,rohtak
cen1981,0074,HR,sirsa,sirsa
cen1981,0075,HR,sonipat,sonipat
cen1981,99900100,HR,gurgaon,gurgaon
cen1981,0001,JK,anantnag,anantnag
cen1981,0004,JK,doda,doda
cen1981,0005,JK,jammu,jammu
cen1981,0007,JK,kathua,kathua
cen1981,0008,JK,kupwara,kupwara
cen1981,0011,JK,pulwama,pulwama
cen1981,0013,JK,srinagar,srinagar
cen1981,0014,JK,udhampur,udhampur
cen1981,99900106,JK,badgam,badgam
cen1981,99900108,JK,baramula,"baramulla,baramula"
cen1981,99900110,JK,kargil,kargil
cen1981,99900111,JK,ladakh,"ladakh,lehladakh"
cen1981,99900113,JK,punch,"punch,poonch"
cen1981,99900114,JK,rajauri,rajauri
cen1981,0529,KA,bidar,bidar
cen1981,0533,KA,chitradurga,"chitradurga,chitraduraga"
cen1981,0539,KA,hassan,hassan
cen1981,0541,KA,kodagu,kodagu
cen1981,0542,KA,kolar,kolar
cen1981,0544,KA,mandya,mandya
cen1981,0546,KA,raichur,raichur
cen1981,99900117,KA,bangalore,bangalore
cen1981,99900119,KA,belgaum,"belgaon,belgaum"
cen1981,99900120,KA,bellary,bellary
cen1981,99900121,KA,bijapur,bijapur
