round,id_dt_ib,iso,name_dt_round,names
cen1961,99900229,PB,gurgaon,gurgaon
cen1961,99900230,PB,hissar,hissar
cen1961,99900231,PB,jullundur,jullundur
cen1961,99900232,PB,kangra,"kangara,kangra"
cen1961,99900233,PB,karnal,karnal
cen1961,99900235,PB,lahaulspiti,"lahaulspiti,lahulspiti"
cen1961,99900236,PB,mahendragarh,mahendragarh
cen1961,99900239,PB,rohtak,rohtak
cen1961,99900242,PB,simla,simla
cen1961,0598,PY,karaikal,karaikal
cen1961,0599,PY,mahe,mahe
cen1961,0600,PY,pondicherry,pondicherry
cen1961,0601,PY,yanam,yanam
cen1961,0086,RJ,ajmer,ajmer
cen1961,0087,RJ,alwar,alwar
cen1961,0088,RJ,banswara,banswara
cen1961,0090,RJ,barmer,barmer
cen1961,0091,RJ,bharatpur,bharatpur
cen1961,0092,RJ,bhilwara,"bhilwara,bhilwar"
cen1961,0093,RJ,bikaner,bikaner
cen1961,0094,RJ,bundi,bundi
cen1961,0096,RJ,churu,churu
cen1961,0099,RJ,dungarpur,dungarpur
cen1961,0100,RJ,ganganagar,ganganagar
cen1961,0102,RJ,jaipur,jaipur
cen1961,0103,RJ,jaisalmer,jaisalmer
cen1961,0105,RJ,jhalawar,jhalawar
cen1961,0106,RJ,jhunjhunu,"jhunjhunun,jhunjhunu"
cen1961,0107,RJ,jodhpur,jodhpur
cen1961,0109,RJ,kota,kota
cen1961,0110,RJ,nagaur,nagaur
cen1961,0111,RJ,pali,"pali,pall"
cen1961,0113,RJ,sawaimadhopur,sawaimadhopur
cen1961,0114,RJ,sikar,sikar
cen1961,0115,RJ,sirohi,sirohi
cen1961,0116,RJ,tonk,tonk
cen1961,0117,RJ,udaipur,udaipur
cen1961,99900244,RJ,chitorgarh,"chittaurgarh,chitorgarh"
cen1961,99900247,RJ,jalor,jalor
cen1961,99900254,SK,sikkim,sikkim
cen1961,0569,TN,coimbatore,coimbatore
cen1961,0578,TN,madurai,madurai
cen1961,0583,TN,ramanathapuram,ramanathapuram
cen1961,0584,TN,salem,salem
cen1961,0586,TN,thanjavur,thanjavur
cen1961,0592,TN,tirunelveli,"tirunelveli,t"
cen1961,99900271,TN,chingleput,chingleput
cen1961,99900278,TN,kanyakumari,kanyakumari
cen1961,99900281,TN,madras,madras
cen1961,99900284,TN,nilgiri,"nilgiri,nilgiris"
cen1961,99900286,TN,northarcot,northarcot
cen1961,99900289,TN,southarcot,southarcot
cen1961,99900294,TN,tiruchirapalli,tiruchirapalli
cen1961,99900300,TR,tripura,tripura
cen1961,0118,UP,agra,agra
