id_dt_ib,name_dt_ib,iso,from_year,to_year,is_current
0603,nicobars,AN,2001,9999,1
0604,nuh,HR,2011,9999,1
0605,barnala,PB,1951,9999,1
0606,khunti,JH,2001,9999,1
0607,ramgarh,JH,2001,9999,1
0608,sasnagar,PB,2011,9999,1
0609,tarntaran,PB,2011,9999,1
0610,ariyalur,TN,2001,9999,1
0611,arwal,BR,2001,9999,1
0612,chirang,AS,2001,9999,1
0613,peren,NL,2001,9999,1
0614,kiphire,NL,2001,9999,1
0615,longleng,NL,2001,9999,1
0616,baksa,AS,2001,9999,1
0617,udalguri,AS,2001,9999,1
0618,kamrupmetro,AS,2011,9999,1
0619,palwal,HR,2011,9999,1
0620,kishtwar,JK,2011,9999,1
0621,ramban,JK,2011,9999,1
0622,kulgam,JK,2011,9999,1
0623,bandipora,JK,2011,9999,1
0624,samba,JK,2011,9999,1
0625,shopian,JK,2011,9999,1
0626,ganderbal,JK,2011,9999,1
0627,reasi,JK,2011,9999,1
0628,anjaw,AR,2001,9999,1
0629,pratapgarh,RJ,2011,9999,1
0630,chikkaballapura,KA,2001,9999,1
0631,ramanagara,KA,2001,9999,1
0632,northandmiddleandaman,AN,2011,9999,1
0633,kasganj,UP,2011,9999,1
0634,tiruppur,TN,2001,9999,1
0635,yadgir,KA,2001,9999,1
0636,bijapur,CT,2001,9999,1
0637,narayanpur,CT,2001,9999,1
0638,singrauli,MP,2001,9999,1
0639,alirajpur,MP,2001,9999,1
0640,amethi,UP,2011,9999,1
0641,tapi,GJ,2001,9999,1
0642,sukma,CT,2011,9999,1
0643,kondagaon,CT,2011,9999,1
0644,balodabazarbhatapara,CT,2011,9999,1
0645,gariyaband,CT,2011,9999,1
0646,balod,CT,2011,9999,1
0647,mungeli,CT,2011,9999,1
0648,surajpur,CT,2011,9999,1
0649,balrampurramanujganj,CT,2011,9999,1
0650,bemetara,CT,2011,9999,1
0651,fazilka,PB,2011,9999,1
0652,khowai,TR,2011,9999,1
0653,sepahijala,TR,2011,9999,1
0654,gomati,TR,2011,9999,1
0655,unakoti,TR,2011,9999,1
0656,northgarohills,ML,2011,9999,1
0657,eastjaintiahills,ML,2011,9999,1
0658,southwestkhasihills,ML,2011,9999,1
0659,sambhal,UP,2011,9999,1
0660,shamli,UP,2011,9999,1
0661,hapur,UP,2011,9999,1
0662,pathankot,PB,2011,9999,1
0663,southwestgarohills,ML,2011,9999,1
0664,alipurduar,WB,2011,9999,1
0665,palghar,MH,2011,9999,1
0666,longding,AR,2011,9999,1
0667,agarmalwa,MP,2011,9999,1
0668,chhotaudepur,GJ,2011,9999,1
0669,mahisagar,GJ,2011,9999,1
0670,southeast,DL,2011,9999,1
0671,shahdara,DL,2011,9999,1
0672,arvalli,GJ,2011,9999,1
0673,morbi,GJ,2011,9999,1
0674,devbhumidwarka,GJ,2011,9999,1
0675,girsomnath,GJ,2011,9999,1
0676,botad,GJ,2011,9999,1
0677,kradaadi,AR,2011,9999,1
0678,namsai,AR,2011,9999,1
0679,siang,AR,1961,9999,1
0680,nirmal,TG,2011,9999,1
0681,jagitial,TG,2011,9999,1
0682,peddapalli,TG,2011,9999,1
0683,rajannasircilla,TG,2011,9999,1
0684,mancherial,TG,2011,9999,1
0685,kamareddy,TG,2011,9999,1
0686,hanumakonda,TG,2011,9999,1
0687,jayashankarbhupalapally,TG,2011,9999,1
0688,mahabubabad,TG,2011,9999,1
0689,jangoan,TG,2011,9999,1
0690,bhadradrikothagudem,TG,2011,9999,1
0691,sangareddy,TG,2011,9999,1
0692,siddipet,TG,2011,9999,1
0693,wanaparthy,TG,2011,9999,1
0694,nagarkurnool,TG,2011,9999,1
0695,jogulambagadwal,TG,2011,9999,1
0696,suryapet,TG,2011,9999,1
0697,yadadribhuvanagiri,TG,2011,9999,1
0698,vikarabad,TG,2011,9999,1
0699,kumurambheemasifabad,TG,2011,9999,1
0700,medchalmalkajgiri,TG,2011,9999,1
0701,charkidadri,HR,2011,9999,1
0702,kalimpong,WB,2011,9999,1
0703,jhargram,WB,2011,9999,1
0704,paschimbardhaman,WB,2011,9999,1
0705,biswanath,AS,2011,9999,1
0706,majuli,AS,2011,9999,1
