year,dist,iso,names
1971,"shahabad","BR","shahabad"
1971,"singhbhum","BR","singhbhum"
1971,"chandigarh","CH","chandigarh"
1971,"dadranagarhaveli","DN","dadranagarhaveli"
1971,"delhi","DL","delhi"
1971,"daman","GA","daman"
1971,"diu","GA","diu"
1971,"goa","GA","goa,goadamandiu"
1971,"ahmedabad","GJ","ahmedabad,ahmadabad"
1971,"gandhinagar","GJ","gandhinagar"
1971,"amreli","GJ","amreli"
1971,"banaskantha","GJ","banaskantha"
1971,"baroda","GJ","baroda,vadodarabaroda,vadodara"
1971,"bhavnagar","GJ","bhavnagar"
1971,"broach","GJ","broach,bharuchbroach,bharuch"
1971,"thedangs","GJ","thedangs,thedangsdangs"
1971,"jamnagar","GJ","jamnagar"
1971,"junagadh","GJ","junagadh"
1971,"kheda","GJ","kaira,khedakaira"
1971,"kutch","GJ","kutch"
1971,"mehsana","GJ","mehsana,mahesana"
1971,"panchmahals","GJ","panchmahals"
1971,"rajkot","GJ","rajkot"
1971,"sabarkantha","GJ","sabarkantha"
1971,"surat","GJ","surat"
1971,"valsad","GJ","valsad,valsadbulsar,valsad(bulsar)"
1971,"surendranagar","GJ","surendranagar"
1971,"ambala","HR","ambala"
1971,"gurgaon","HR","gurgaon"
1971,"hisar","HR","hissar,hisar"
1971,"karnal","HR","karnal"
1971,"mahendragarh","HR","mahendragarh"
1971,"rohtak","HR","rohtak"
1971,"jind","HR","jind"
1971,"bilaspur","HP","bilaspur"
1971,"chamba","HP","champa,chamba"
1971,"kinnaur","HP","kinnaur"
1971,"mahasu","HP","mahasu"
1971,"mandi","HP","mandi"
1971,"sirmaur","HP","sirmur,sirmaur"
1971,"kangra","HP","kangara,kangra"
1971,"kulu","HP","kullu,kulu"
1971,"una","HP","una"
1971,"lahul&spiti","HP","lahaulspiti,lahulspiti,lahul&spiti,lahaul&spiti"
1971,"simla","HP","simla"
1971,"solan","HP","solan"
1971,"anantnag","JK","anantnag"
1971,"baramula","JK","baramulla,baramula"
1971,"doda","JK","doda"
1971,"jammu","JK","jammu"
1971,"kathua","JK","kathua"
1971,"ladakh","JK","ladakh"
1971,"punch","JK","punch,poonch"
1971,"rajauri","JK","rajauri"
1971,"srinagar","JK","srinagar"
1971,"udhampur","JK","udhampur"
1971,"alleppey","KL","alleppey"
1971,"cannanore","KL","cannanore"
1971,"ernakulam","KL","ernakulam"
1971,"kottayam","KL","kottayam,idikki"
1971,"kozhikode","KL","kozhikode"
1971,"malappuram","KL","malappuram,mallapuram"
1971,"palghat","KL","palghat"
1971,"quilon","KL","quilon"
1971,"trichur","KL","richur,trichur"
1971,"trivandrum","KL","trivandrum"
1971,"laccadive","LD","laccadive,laccadiveminicoyamindiviislands,laccadiveminicoyamindiv"
1971,"balaghat","MP","balaghat"
1971,"bastar","MP","bastar"
1971,"betul","MP","betul,baitul"
1971,"bhind","MP","bhind"
1971,"bilaspur","MP","bilaspur"
1971,"chhatarpur","MP","chhatarpur"
1971,"chhindwara","MP","chhindwara,chindwara"
1971,"damoh","MP","damoh"
1971,"datia","MP","datia"
1971,"dewas","MP","dewas"
1971,"dhar","MP","dhar"
1971,"durg","MP","durg"
1971,"khandwa","MP","eastnimar,khandwaeastnimar,khandwa(eastnimar),sidh,khandwapurvinimar"
1971,"guna","MP","guna"
1971,"gwalior","MP","gwalior,gwallor"
1971,"hoshangabad","MP","hoshangabad,hosangabad"
1971,"indore","MP","indore"
1971,"jabalpur","MP","jabalpur"
1971,"jhabua","MP","jhabua"
1971,"mandla","MP","mandla"
1971,"mandsaur","MP","mandsaur"
1971,"morena","MP","morena"
1971,"narsimhapur","MP","narsimhapur,narshinpur"
1971,"panna","MP","panna"
1971,"raigarh","MP","raigarh"
1971,"raipur","MP","raipur"
1971,"raisen","MP","raisen,raishen"
1971,"rajgarh","MP","rajgarh"
1971,"ratlam","MP","ratlam"
1971,"rewa","MP","rewa,riwa"
1971,"sagar","MP","sagar"
1971,"satna","MP","satna"
1971,"sehore","MP","sehore,sihor"
1971,"seoni","MP","seoni,sivni"
1971,"shahdol","MP","shahdol"
1971,"shajapur","MP","shajapur"
1971,"shivpuri","MP","shivpuri"
1971,"sidhi","MP","sidhi,sidh"
1971,"surguja","MP","surguja,sarguja"
1971,"tikamgarh","MP","tikamgarh"
1971,"ujjain","MP","ujjain"
1971,"vidisha","MP","vidishabhilsa,vidisha"
1971,"khargone","MP","westnimar,khargonewestnimar,khargone(westnimar),khargone(westnimar),khargon"
1971,"chingleput","TN","chingleput"
1971,"coimbatore","TN","coimbatore"
1971,"kanyakumari","TN","kanyakumari"
1971,"madras","TN","madras"
1971,"madurai","TN","madurai"
1971,"nilgiri","TN","nilgiri,nilgiris"
1971,"northarcot","TN","northarcot"
1971,"ramanathapuram","TN","ramanathapuram"
1971,"salem","TN","salem"
1971,"dharmapuri","TN","dharmapuri"
1971,"southarcot","TN","southarcot"
1971,"thanjavur","TN","thanjavur"
1971,"tiruchirapalli","TN","tiruchirapalli"
1971,"tirunelveli","TN","tirunelveli,t"
1971,"ahmadnagar","MH","ahmednagar,ahmadnagar"
1971,"akola","MH","akola"
1971,"amravati","MH","amravati"
1971,"aurangabad","MH","aurangabad"
1971,"bhandara","MH","bhandara"
1971,"bhir","MH","bhir"
1971,"buldhana","MH","buldhana"
1971,"chandrapur","MH","chandrapur,chanda"
1971,"dhulia","MH","dhulia"
1971,"greaterbombay","MH","greaterbombay"
1971,"jalgaon","MH","jalgaon"
1971,"kolaba","MH","kolaba"
1971,"kolhapur","MH","kolhapur"
1971,"nagpur","MH","nagpur"
1971,"nanded","MH","nanded"
1971,"nasik","MH","nasik"
1971,"osmanabad","MH","osmanabad"
1971,"parbhani","MH","parbhani"
1971,"poona","MH","poona"
1971,"ratnagiri","MH","ratnagiri"
1971,"sangli","MH","sangli"
1971,"satara","MH","satara"
1971,"sholapur","MH","sholapur"
1971,"thana","MH","thana"
1971,"wardha","MH","wardha"
1971,"yeotmal","MH","yeotmal"
1971,"manipur central","MN","manipurcentral"
1971,"manipur east","MN","manipureast"
1971,"manipur north","MN","manipurnorth"
1971,"manipur south","MN","manipursouth"
1971,"manipur west","MN","manipurwest"
1971,"garo hills","ML","garohills,meghalayagarohills"
1971,"united khasi jaintia hills","ML","unitedkhasijaintiahills"
1971,"mizoram","MZ","mizohills,mizoram,mizo"
1971,"bangalore","KA","bangalore"
1971,"belgaum","KA","belgaon,belgaum"
1971,"bellary","KA","bellary"
1971,"bidar","KA","bidar"
1971,"bijapur","KA","bijapur"
1971,"chikmagalur","KA","chikmagalur"
1971,"chitradurga","KA","chitradurga"
1971,"coorg","KA","coorg"
1971,"dharwar","KA","dharwad,dharwar"
1971,"gulbarga","KA","gulbarga"
1971,"hassan","KA","hassan"
1971,"kolar","KA","kolar"
1971,"mandya","KA","mandya"
1971,"mysore","KA","mysore"
1971,"northkanara","KA","northkanara"
1971,"raichur","KA","raichur"
1971,"shimoga","KA","shimoga"
1971,"southkanara","KA","southkanara"
1971,"tumkur","KA","tumkur"
1971,"kohima","NL","kohima"
1971,"mokokchung","NL","mokokchung"
1971,"tuensang","NL","tuensang"
1971,"kameng","AR","kameng"
1971,"lohit","AR","lohit"
1971,"siang","AR","siang"
1971,"subansiri","AR","subansiri"
1971,"tirap","AR","tirap"
1971,"balasore","OR","balasore"
1971,"baudhkhondmals","OR","baudhkhondmals"
1971,"bolangir","OR","bolangir"
1971,"cuttack","OR","cuttack"
1971,"dhenkanal","OR","dhenkanal"
1971,"ganjam","OR","ganjam"
1971,"kalahandi","OR","kalahandi"
1971,"keonjhar","OR","keonjhar"
1971,"koraput","OR","koraput"
1971,"mayurbhanj","OR","mayurbhanj"
1971,"puri","OR","puri,purl"
1971,"sambalpur","OR","sambalpur"
1971,"sundargarh","OR","sundargarh"
1971,"karaikal","PY","karaikal"
1971,"mahe","PY","mahe"
1971,"pondicherry","PY","pondicherry"
1971,"yanam","PY","yanam"
1971,"amritsar","PB","amritsar"
1971,"bhatinda","PB","bhatinda"
1971,"firozpur","PB","ferozepur,firozpur"
1971,"gurdaspur","PB","gurdaspur"
1971,"hoshiarpur","PB","hoshiarpur"
1971,"jullundur","PB","jullundur"
1971,"kapurthala","PB","kapurthala,kapurhala"
1971,"ludhiana","PB","ludhiana"
1971,"patiala","PB","patiala"
1971,"ropar","PB","ropar"
1971,"sangrur","PB","sangrur"
1971,"ajmer","RJ","ajmer"
1971,"alwar","RJ","alwar"
1971,"banswara","RJ","banswara"
1971,"barmer","RJ","barmer"
1971,"bharatpur","RJ","bharatpur"
1971,"bhilwara","RJ","bhilwara,bhilwar"
1971,"bikaner","RJ","bikaner"
1971,"bundi","RJ","bundi"
1971,"chitorgarh","RJ","chittaurgarh,chitorgarh"
1971,"churu","RJ","churu"
1971,"dungarpur","RJ","dungarpur"
1971,"ganganagar","RJ","ganganagar"
1971,"jaipur","RJ","jaipur"
1971,"jaisalmer","RJ","jaisalmer"
1971,"jalor","RJ","jalor"
1971,"jhalawar","RJ","jhalawar"
1971,"jhunjhunu","RJ","jhunjhunun,jhunjhunu"
1971,"jodhpur","RJ","jodhpur"
1971,"kota","RJ","kota"
1971,"nagaur","RJ","nagaur"
1971,"pali","RJ","pali,pall"
1971,"sawaimadhopur","RJ","sawaimadhopur"
1971,"sikar","RJ","sikar"
1971,"sirohi","RJ","sirohi"
1971,"tonk","RJ","tonk"
1971,"udaipur","RJ","udaipur"
1971,"sikkim","SK","sikkim,gangtok"
1971,"north tripura","TR","northtripura"
1971,"south tripura","TR","southtripura"
1971,"west tripura","TR","westtripura"
1971,"agra","UP","agra,agar"
1971,"aligarh","UP","aligarh"
1971,"allahabad","UP","allahabad"
1971,"almora","UP","almora"
1971,"azamgarh","UP","azamgarh"
1971,"bahraich","UP","bahraich"
1971,"ballia","UP","ballia,balia"
1971,"banda","UP","banda"
1971,"barabanki","UP","barabanki"
1971,"bareilly","UP","bareilly,bareili,bareli"
1971,"basti","UP","basti"
1971,"bijnor","UP","bijnor"
1971,"moradabad","UP","moradabad"
1971,"budaun","UP","budaun"
1971,"bulandshahr","UP","bulandshahr,bulandshahar"
1971,"chamoli","UP","chamoli"
1971,"dehradun","UP","dehradun"
1971,"deoria","UP","deoria"
1971,"etah","UP","etah,eata"
1971,"etawah","UP","etawah,itawa"
1971,"faizabad","UP","faizabad"
1971,"farrukhabad","UP","farrukhabad,farfukhabad,farukhabad"
1971,"fatehpur","UP","fatehpur"
1971,"garhwal","UP","garhwal,gadhwal"
1971,"ghazipur","UP","ghazipur"
1971,"gonda","UP","gonda"
1971,"gorakhpur","UP","gorakhpur"
1971,"hamirpur","UP","hamirpur"
1971,"hardoi","UP","hardoi"
1971,"jalaun","UP","jalaun,jaloon"
1971,"jaunpur","UP","jaunpur"
1971,"jhansi","UP","jhansi"
1971,"kanpur","UP","kanpur"
1971,"kheri","UP","kheri,kherl,khiri"
1971,"lucknow","UP","lucknow"
1971,"mainpuri","UP","mainpuri"
1971,"mathura","UP","mathura"
1971,"meerut","UP","meerut,merath"
1971,"mirzapur","UP","mirzapur"
1971,"moradabad","UP","moradabad,muradabad"
1971,"muzaffarnagar","UP","muzaffarnagar"
1971,"nainital","UP","nainital"
1971,"pilibhit","UP","pilibhit"
1971,"pithoragarh","UP","pithoragarh,pithauragarh"
1971,"pratapgarh","UP","pratapgarh"
1971,"raebareli","UP","raebareli,raibareli"
1971,"rampur","UP","rampur"
1971,"saharanpur","UP","saharanpur"
1971,"shahjahanpur","UP","shahjahanpur"
1971,"sitapur","UP","sitapur"
1971,"sultanpur","UP","sultanpur"
1971,"tehrigarhwal","UP","tehrigarhwal"
1971,"unnao","UP","unnao,unnaw"
1971,"uttarkashi","UP","uttarkashi,utarkashi"
1971,"varanasi","UP","varanasi"
1971,"bankura","WB","bankura"
1971,"birbhum","WB","birbhum"
1971,"burdwan","WB","burdwan"
1971,"calcutta","WB","calcutta"
1971,"coochbehar","WB","coochbehar,cooch,coachbehar"
1971,"darjeeling","WB","darjeeling"
1971,"hooghly","WB","hooghly,googhly"
1971,"howrah","WB","howrah"
1971,"jalpaiguri","WB","jalpaiguri"
1971,"malda","WB","malda"
1971,"midnapore","WB","midnapore"
1971,"murshidabad","WB","murshidabad"
1971,"nadia","WB","nadia"
1971,"purulia","WB","purulia"
1971,"twentyfourparganas","WB","twentyfourparganas,parganas,24parganas,24-paraganas,twetyfourparganas,twentyfourparganast"
1971,"westdinajpur","WB","westdinajpur"
1981,"andaman","AN","andaman,andamans,andaman & nicobar islands,andamannicobarislands"
1981,"nicobar","AN","nicobar,nicobars"
1981,"adilabad","AP","adilabad"
1981,"anantapur","AP","anantapur"
1981,"chittoor","AP","chittoor"
1981,"cuddapah","AP","cuddapah"
1981,"east godavari","AP","eastgodavari"
1981,"guntur","AP","guntur"
1981,"hyderabad","AP","hyderabad"
1981,"karimnagar","AP","karimnagar"
1981,"khammam","AP","khammam"
1981,"krishna","AP","krishna"
1981,"kurnool","AP","kurnool"
1981,"mahbubnagar","AP","mahbubnagar"
1981,"medak","AP","medak"
1981,"nalgonda","AP","nalgonda"
1981,"nellore","AP","nellore,nellohe"
1981,"prakasam","AP","ongole,ongoleprakasam,prakasam,chirala"
1981,"nizamabad","AP","nizamabad"
1981,"srikakulam","AP","srikakulam"
1981,"visakhapatnam","AP","visakhapatnam"
1981,"warangal","AP","warangal"
1981,"west godavari","AP","westgodavari"
1981,"vizianagaram","AP","vizianagaram"
1981,"rangareddi","AP","rangareddi"
1981,"goalpara","AS","goalpara"
1981,"kamrup","AS","kamrup"
1981,"darrang","AS","darrang"
1981,"lakhimpur","AS","lakhimpur"
1981,"dibrugarh","AS","dibrugarh"
1981,"nowgong","AS","nowgong,nagaon"
1981,"sibsagar","AS","sibsagar"
1981,"cachar","AS","cachar"
1981,"karbi anglong","AS","mikirhills,unitedmikirnorthcachar,unitedmikirnorthcacharhills,unitedmikirandnorthcacharhill,karbianglong"
1981,"north cachar hills","AS","northcacharhills,unitedmikirnorthcachar,unitedmikirnorthcacharhills,unitedmikirandnorthcacharhill"
1981,"patna","BR","patna"
1981,"nalanda","BR","nalanda"
1981,"gaya","BR","gaya"
1981,"nawada","BR","nawada"
1981,"aurangabad","BR","aurangabad"
1981,"bhojpur","BR","bhojpur"
1981,"rohtas","BR","rohtas"
1981,"saran","BR","saran"
1981,"siwan","BR","siwan"
1981,"gopalganj","BR","gopalganj"
1981,"purba champaran","BR","purbachamparan,purbichamparan"
1981,"pashchim champaran","BR","pashchimchamparan,paschimchamparan,pashchim"
1981,"muzaffarpur","BR","muzaffarpur"
1981,"sitamarhi","BR","sitamarhi"
1981,"vaishali","BR","vaishali"
1981,"darbhanga","BR","darbhanga"
1981,"samastipur","BR","samastipur"
1981,"madhubani","BR","madhubani"
1981,"munger","BR","monghyar,monghyr,munger"
1981,"begusarai","BR","begusarai"
1981,"bhagalpur","BR","bhagalpur"
1981,"saharsa","BR","saharsa"
1981,"purnia","BR","purnia,purnea"
1981,"katihar","BR","katihar"
1981,"santhal pargana","BR","santhalparganas,santalparganas,santhalpargana"
1981,"palamu","BR","palamau,palamu"
1981,"hazaribag","BR","hazaribag,hazaribagh"
1981,"giridih","BR","giridih"
1981,"ranchi","BR","ranchi"
1981,"lohardarga","BR","lohardarga"
1981,"dhanbad","BR","dhanbad"
1981,"singhbhum","BR","singhbhum,purbisinghbhum"
1981,"chandigarh","CH","chandigarh"
1981,"dadranagarhaveli","DN","dadranagarhaveli"
1981,"delhi","DL","delhi,newdelhi"
1981,"daman","DG","daman"
1981,"diu","DG","diu"
1981,"goa","DG","goa,northgoa,goadamandiu"
1981,"ahmedabad","GJ","ahmedabad,ahmadabad"
1981,"gandhinagar","GJ","gandhinagar"
1981,"amreli","GJ","amreli"
1981,"banaskantha","GJ","banaskantha"
1981,"vadodara","GJ","baroda,vadodarabaroda,vadodara"
1981,"bhavnagar","GJ","bhavnagar"
1981,"bharuch","GJ","broach,bharuchbroach,bharuch"
1981,"thedangs","GJ","thedangs,thedangsdangs"
1981,"jamnagar","GJ","jamnagar"
1981,"junagarh","GJ","junagadh,junagarh"
1981,"kheda","GJ","kaira,khedakaira"
1981,"kachchh","GJ","kutch,kach,kachh,kachchh,kachch"
1981,"mehsana","GJ","mehsana,mahesana"
1981,"panchmahals","GJ","panchmahals"
1981,"rajkot","GJ","rajkot"
1981,"sabarkantha","GJ","sabarkantha"
1981,"surat","GJ","surat"
1981,"valsad","GJ","valsad,valsadbulsar,valsad(bulsar)"
1981,"surendranagar","GJ","surendranagar"
1981,"ambala","HR","ambala"
1981,"gurgaon","HR","gurgaon"
1981,"faridabad","HR","faridabad"
1981,"hisar","HR","hissar,hisar"
1981,"bhiwani","HR","bhiwani"
1981,"sirsa","HR","sirsa"
1981,"karnal","HR","karnal"
1981,"kurukshetra","HR","kurukshetra"
1981,"mahendragarh","HR","mahendragarh"
1981,"rohtak","HR","rohtak"
1981,"sonipat","HR","sonipat"
1981,"jind","HR","jind"
1981,"chamba","HP","champa,chamba"
1981,"kangra","HP","kangara,kangra"
1981,"hamirpur","HP","hamirpur"
1981,"una","HP","una"
1981,"bilaspur","HP","bilaspur"
1981,"mandi","HP","mandi"
1981,"kulu","HP","kullu,kulu"
1981,"lahul and spiti","HP","lahaulspiti,lahulspiti,lahul&spiti,lahaul&spiti"
1981,"shimla","HP","shimla"
1981,"solan","HP","solan"
1981,"sirmaur","HP","sirmur,sirmaur"
1981,"kinnaur","HP","kinnaur"
1981,"anantnag","JK","anantnag"
1981,"pulwama","JK","pulwama"
1981,"srinagar","JK","srinagar"
1981,"badgam","JK","badgam"
1981,"baramula","JK","baramulla,baramula"
1981,"kupwara","JK","kupwara"
1981,"kargil","JK","kargil"
1981,"ladakh","JK","ladakh,lehladakh"
1981,"doda","JK","doda"
1981,"udhampur","JK","udhampur"
1981,"kathua","JK","kathua"
1981,"jammu","JK","jammu"
1981,"rajauri","JK","rajauri"
1981,"punch","JK","punch,poonch"
1981,"alleppey","KL","alleppey,alappuzha"
1981,"cannanore","KL","cannanore,kannur,kasaragod"
1981,"wayanad","KL","wayanad"
1981,"ernakulam","KL","ernakulam"
1981,"kottayam","KL","kottayam"
1981,"idukki","KL","idukki"
1981,"kozhikode","KL","kozhikode"
1981,"malappuram","KL","malappuram,mallapuram"
1981,"palghat","KL","palghat,palakkad"
1981,"quilon","KL","quilon,kollam"
1981,"trichur","KL","richur,trichur,thrissur"
1981,"trivandrum","KL","trivandrum,thiruvananthapuram"
1981,"lakshadweep","LD","laccadive,laccadiveminicoyamindiviislands,laccadiveminicoyamindiv,lakshadweep"
1981,"balaghat","MP","balaghat"
1981,"bastar","MP","bastar"
1981,"betul","MP","betul"
1981,"bhind","MP","bhind"
1981,"bilaspur","MP","bilaspur"
1981,"chhatarpur","MP","chhatarpur,chhatapur"
1981,"chhindwara","MP","chhindwara"
1981,"damoh","MP","damoh"
1981,"datia","MP","datia,datiya"
1981,"dewas","MP","dewas"
1981,"dhar","MP","dhar"
1981,"durg","MP","durg"
1981,"raj nandgaon","MP","rajnandgaon"
1981,"east nimar","MP","eastnimar,khandwaeastnimar,khandwa(eastnimar),sidh,khandwa"
1981,"guna","MP","guna"
1981,"gwalior","MP","gwalior,gavaliyar"
1981,"hoshangabad","MP","hoshangabad"
1981,"indore","MP","indore"
1981,"jabalpur","MP","jabalpur"
1981,"jhabua","MP","jhabua"
1981,"mandla","MP","mandla"
1981,"mandsaur","MP","mandsaur"
1981,"morena","MP","morena,muraina,murena"
1981,"narsimhapur","MP","narsimhapur,narshinghpur,narsinghpur"
1981,"panna","MP","panna"
1981,"raigarh","MP","raigarh"
1981,"raipur","MP","raipur"
1981,"raisen","MP","raisen,raishen"
1981,"rajgarh","MP","rajgarh"
1981,"ratlam","MP","ratlam"
1981,"rewa","MP","rewa,riwa"
1981,"sagar","MP","sagar"
1981,"satna","MP","satna"
1981,"sehore","MP","sehore,sihor"
1981,"bhopal","MP","bhopal"
1981,"seoni","MP","seoni,siwni"
1981,"shahdol","MP","shahdol"
1981,"shajapur","MP","shajapur"
1981,"shivpuri","MP","shivpuri"
1981,"sidhi","MP","sidhi,sidh"
1981,"surguja","MP","surguja,sarguja"
1981,"tikamgarh","MP","tikamgarh"
1981,"ujjain","MP","ujjain"
1981,"vidisha","MP","vidishabhilsa,vidisha"
1981,"west nimar","MP","westnimar,khargonewestnimar,khargone(westnimar),khargone(westnimar),pashchiminimar"
1981,"chingleput","TN","chingleput,chengaianna,chengalpattu"
1981,"coimbatore","TN","coimbatore,cojmbatore"
1981,"periyar","TN","periyar"
1981,"kanyakumari","TN","kanyakumari,kanniyakumari"
1981,"madras","TN","madras"
1981,"madurai","TN","madurai,madural"
1981,"nilgiri","TN","nilgiri,nilgiris"
1981,"northarcot","TN","northarcot,northarcotambedkar"
1981,"ramanathapuram","TN","ramanathapuram"
1981,"salem","TN","salem"
1981,"dharmapuri","TN","dharmapuri"
1981,"southarcot","TN","southarcot"
1981,"thanjavur","TN","thanjavur"
1981,"tiruchirapalli","TN","tiruchirapalli,tiruchchirappalli"
1981,"pudukkottai","TN","pudukkottai"
1981,"tirunelveli","TN","tirunelveli,t,tirunelvelikattabo"
1981,"ahmadnagar","MH","ahmednagar,ahmadnagar"
1981,"akola","MH","akola"
1981,"amravati","MH","amravati"
1981,"aurangabad","MH","aurangabad"
1981,"bhandara","MH","bhandara"
1981,"bhir","MH","bhir,bid"
1981,"buldhana","MH","buldhana,buldana"
1981,"chandrapur","MH","chandrapur,chanda"
1981,"dhulia","MH","dhulia,dhule"
1981,"greaterbombay","MH","greaterbombay"
1981,"jalgaon","MH","jalgaon"
1981,"raigarh","MH","kolaba,raigarh"
1981,"kolhapur","MH","kolhapur"
1981,"nagpur","MH","nagpur"
1981,"nanded","MH","nanded"
1981,"nasik","MH","nasik,nashik"
1981,"osmanabad","MH","osmanabad"
1981,"parbhani","MH","parbhani"
1981,"poona","MH","poona,pune"
1981,"ratnagiri","MH","ratnagiri"
1981,"sangli","MH","sangli"
1981,"satara","MH","satara"
1981,"sholapur","MH","sholapur,solapur"
1981,"thana","MH","thana,thane"
1981,"wardha","MH","wardha"
1981,"yeotmal","MH","yeotmal,yavatmal"
1981,"manipur central","MN","manipurcentral,imphal"
1981,"tengnoupal","MN","tengnoupal,chandel"
1981,"manipur east","MN","manipureast,ukhrul"
1981,"manipur north","MN","manipurnorth,senapati"
1981,"manipur south","MN","manipursouth,churachandpur"
1981,"manipur west","MN","manipurwest,tamenglong"
1981,"east garo hills","ML","eastgarohills"
1981,"west garo hills","ML","westgarohills"
1981,"jaintia hills","ML","jaintiahills"
1981,"east khasi hills","ML","eastkhasihills"
1981,"west khasi hills","ML","westkhasihills"
1981,"aizawl","MZ","aizawl"
1981,"lunglei","MZ","lunglei"
1981,"chhimtuipui","MZ","chhimtuipui"
1981,"bangalore","KA","bangalore"
1981,"belgaum","KA","belgaon,belgaum"
1981,"bellary","KA","bellary"
1981,"bidar","KA","bidar"
1981,"bijapur","KA","bijapur"
1981,"chikmagalur","KA","chikmagalur"
1981,"chitradurga","KA","chitradurga,chitraduraga"
1981,"kodagu","KA","kodagu"
1981,"dharwar","KA","dharwad,dharwar"
1981,"gulbarga","KA","gulbarga"
1981,"hassan","KA","hassan"
1981,"kolar","KA","kolar"
1981,"mandya","KA","mandya"
1981,"mysore","KA","mysore"
1981,"uttar kannada","KA","northkanara,northkannada,uttarkannada,uttarkannad,uttara kannada,uttarakannada"
1981,"raichur","KA","raichur"
1981,"shimoga","KA","shimoga"
1981,"dakshin kannada","KA","southkanara,dakshinkannada,dakshinkannad"
1981,"tumkur","KA","tumkur"
1981,"kohima","NL","kohima"
1981,"phek","NL","phek"
1981,"mokokchung","NL","mokokchung"
1981,"wokha","NL","wokha"
1981,"zunheboto","NL","zunheboto"
1981,"tuensang","NL","tuensang"
1981,"mon","NL","mon"
1981,"west kameng","AR","westkameng"
1981,"east kameng","AR","eastkameng"
1981,"lohit","AR","lohit"
1981,"dibang valley","AR","dibangvalley"
1981,"west siang","AR","westsiang"
1981,"east siang","AR","eastsiang"
1981,"upper subansiri","AR","uppersubansiri"
1981,"lower subansiri","AR","lowersubansiri,lower"
1981,"tirap","AR","tirap"
1981,"baleshwar","OR","balasore,baleshwar"
1981,"phulabani","OR","baudhkhondmals,phulabani"
1981,"bolangir","OR","bolangir,balangir"
1981,"cuttack","OR","cuttack"
1981,"dhenkanal","OR","dhenkanal"
1981,"ganjam","OR","ganjam"
1981,"kalahandi","OR","kalahandi"
1981,"keonjhar","OR","keonjhar,kendujhar"
1981,"koraput","OR","koraput"
1981,"mayurbhanj","OR","mayurbhanj"
1981,"puri","OR","puri,purl"
1981,"sambalpur","OR","sambalpur"
1981,"sundargarh","OR","sundargarh"
1981,"karaikal","PY","karaikal"
1981,"mahe","PY","mahe"
1981,"pondicherry","PY","pondicherry"
1981,"yanam","PY","yanam"
1981,"amritsar","PB","amritsar"
1981,"bathinda","PB","bathinda,bhatinda"
1981,"firozpur","PB","ferozepur,firozpur"
1981,"faridkot","PB","faridkot"
1981,"gurdaspur","PB","gurdaspur,gurdaspljr"
1981,"hoshiarpur","PB","hoshiarpur"
1981,"jullundur","PB","jullundur,jalandhar"
1981,"kapurthala","PB","kapurthala,kapurhala"
1981,"ludhiana","PB","ludhiana"
1981,"patiala","PB","patiala"
1981,"rupnagar","PB","rupnagar,ropar"
1981,"sangrur","PB","sangrur"
1981,"ajmer","RJ","ajmer"
1981,"alwar","RJ","alwar"
1981,"banswara","RJ","banswara"
1981,"barmer","RJ","barmer,badmer"
1981,"bharatpur","RJ","bharatpur,dhaulpur"
1981,"bhilwara","RJ","bhilwara,bhilwar"
1981,"bikaner","RJ","bikaner"
1981,"bundi","RJ","bundi"
1981,"chitorgarh","RJ","chittaurgarh,chitorgarh,chitaurgarh"
1981,"churu","RJ","churu"
1981,"dungarpur","RJ","dungarpur"
1981,"ganganagar","RJ","ganganagar,gangannagar"
1981,"jaipur","RJ","jaipur"
1981,"jaisalmer","RJ","jaisalmer"
1981,"jalor","RJ","jalor"
1981,"jhalawar","RJ","jhalawar,jhalwara"
1981,"jhunjhunu","RJ","jhunjhunun,jhunjhunu,jhunjhun"
1981,"jodhpur","RJ","jodhpur"
1981,"kota","RJ","kota,cota"
1981,"nagaur","RJ","nagaur"
1981,"pali","RJ","pali,pall"
1981,"sawaimadhopur","RJ","sawaimadhopur"
1981,"sikar","RJ","sikar,sokar"
1981,"sirohi","RJ","sirohi"
1981,"tonk","RJ","tonk"
1981,"udaipur","RJ","udaipur"
1981,"north district","SK","north district,northdistrict,northsikkim,northeastsouthwest"
1981,"south district","SK","south district,southdistrict,southsikkim"
1981,"east district","SK","east district,eastdistrict,eastsikkim"
1981,"west district","SK","west district,westdistrict,westsikkim"
1981,"north tripura","TR","northtripura"
1981,"south tripura","TR","southtripura"
1981,"west tripura","TR","westtripura"
1981,"agra","UP","agra"
1981,"aligarh","UP","aligarh"
1981,"allahabad","UP","allahabad"
1981,"almora","UP","almora"
1981,"azamgarh","UP","azamgarh"
1981,"bahraich","UP","bahraich"
1981,"ballia","UP","ballia"
1981,"banda","UP","banda"
1981,"barabanki","UP","barabanki"
1981,"bareilly","UP","bareilly"
1981,"basti","UP","basti"
1981,"bijnor","UP","bijnor"
1981,"moradabad","UP","moradabad"
1981,"budaun","UP","budaun"
1981,"bulandshahr","UP","bulandshahr"
1981,"chamoli","UP","chamoli"
1981,"dehradun","UP","dehradun"
1981,"deoria","UP","deoria"
1981,"etah","UP","etah"
1981,"etawah","UP","etawah"
1981,"faizabad","UP","faizabad"
1981,"farrukhabad","UP","farrukhabad,farfukhabad"
1981,"fatehpur","UP","fatehpur"
1981,"garhwal","UP","garhwal"
